region,maxits,proposed_schools_n,starting_point,algorithm,std,ee,eei,proposed_locations,time,sigma
Somali,20000,5,17,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.281291485,1.624483177
Somali,20000,5,17,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.311414242,1.804981308
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.018723249,0.180498131
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.048829556,0.360996262
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.078948498,0.541494392
Somali,20000,5,18,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.140012741,0.721992523
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.169496059,0.902490654
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.189626932,1.082988785
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.219673634,1.263486915
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.2484231,1.443985046
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.269050598,1.624483177
Somali,20000,5,18,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.299968243,1.804981308
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.029572487,0.180498131
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.050763845,0.360996262
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.085315228,0.541494392
Somali,20000,5,19,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.149994612,0.721992523
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.179611683,0.902490654
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.208076239,1.082988785
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.233103037,1.263486915
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.259539366,1.443985046
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.289924383,1.624483177
Somali,20000,5,19,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.317962646,1.804981308
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.021961927,0.180498131
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.051922321,0.360996262
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.074971676,0.541494392
Somali,20000,5,20,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.147059679,0.721992523
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.171108484,0.902490654
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.200789928,1.082988785
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.230070591,1.263486915
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.2514956,1.443985046
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.282056093,1.624483177
Somali,20000,5,20,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.312438011,1.804981308
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.027633429,0.180498131
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.052639246,0.360996262
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.082584381,0.541494392
Somali,20000,5,21,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.165442467,0.721992523
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.201785803,0.902490654
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.238854408,1.082988785
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.27579999,1.263486915
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.315798283,1.443985046
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.353746891,1.624483177
Somali,20000,5,21,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.386173964,1.804981308
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.031092882,0.180498131
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.061878443,0.360996262
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.095564127,0.541494392
Somali,20000,5,22,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.174563885,0.721992523
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.20456624,0.902490654
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.234563828,1.082988785
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.263564587,1.263486915
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.293564558,1.443985046
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.323563814,1.624483177
Somali,20000,5,22,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.354566813,1.804981308
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.030998707,0.180498131
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.062999249,0.360996262
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.095999002,0.541494392
Somali,20000,5,23,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.168848991,0.721992523
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.1983459,0.902490654
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.228776217,1.082988785
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.257265329,1.263486915
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.28806448,1.443985046
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.317064285,1.624483177
Somali,20000,5,23,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.342064381,1.804981308
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.029806614,0.180498131
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.059430122,0.360996262
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.087431192,0.541494392
Somali,20000,5,24,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.156175613,0.721992523
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.185175657,0.902490654
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.206708431,1.082988785
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.243233919,1.263486915
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.266583204,1.443985046
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.29652667,1.624483177
Somali,20000,5,24,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.326863766,1.804981308
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.029033899,0.180498131
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.049864769,0.360996262
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.079848766,0.541494392
Somali,20000,5,25,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.148958683,0.721992523
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.179116011,0.902490654
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.20111537,1.082988785
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.229977608,1.263486915
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.259895325,1.443985046
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.28799367,1.624483177
Somali,20000,5,25,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.313410759,1.804981308
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.026262522,0.180498131
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.056124449,0.360996262
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.085840225,0.541494392
Somali,20000,5,26,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.14645052,0.721992523
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.176541328,0.902490654
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.195532799,1.082988785
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.229556322,1.263486915
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.255486965,1.443985046
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.276401758,1.624483177
Somali,20000,5,26,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.307816744,1.804981308
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.029923677,0.180498131
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.057849884,0.360996262
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.079953909,0.541494392
Somali,20000,5,27,CMA-ES - 2,1.804981308,16838,40,"[[ 7.20269588 43.63599481]
 [ 7.37276736 44.25999973]
 [ 7.68795492 45.43663184]
 [ 6.21462295 44.37067032]
 [ 4.67160019 43.40152346]]",0.14866662,0.721992523
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.37438236 45.12854093]
 [ 7.04919764 43.70859929]
 [ 6.86776669 45.7984854 ]
 [ 6.24608448 41.98778503]
 [ 6.46734579 42.74775099]]",0.178608179,0.902490654
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.69554544 42.97143415]
 [ 7.5651643  43.54966037]
 [ 6.82656207 46.14327646]
 [ 6.65781586 44.92755928]
 [ 4.82080815 41.88586124]]",0.20050025,1.082988785
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.724439   42.8222635 ]
 [ 7.35386039 43.49997573]
 [ 6.69649455 46.20526621]
 [ 6.81297462 44.83104023]
 [ 4.82364143 41.86365151]]",0.228599787,1.263486915
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.7450682  42.68387406]
 [ 7.09580354 43.4510341 ]
 [ 6.56642703 46.26175387]
 [ 6.96813337 44.73168875]
 [ 4.82647471 41.87967432]]",0.258473873,1.443985046
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.75743304 42.55626584]
 [ 6.83720002 43.40283547]
 [ 6.43635951 46.31273942]
 [ 7.12329213 44.62950484]
 [ 4.82930799 41.93392967]]",0.288453579,1.624483177
Somali,20000,5,27,CMA-ES - 2,1.804981308,16798,0,"[[ 7.76153351 42.43943884]
 [ 6.5785965  43.35537985]
 [ 6.30629199 46.35822288]
 [ 7.27845089 44.5244885 ]
 [ 4.83214127 42.02641756]]",0.308732986,1.804981308
Somali,20000,5,28,CMA-ES - 2,1.804981308,16798,0,"[[ 7.42711225 43.87900559]
 [ 7.4767511  43.80922867]
 [ 7.46346328 45.75079618]
 [ 5.88202208 45.36766807]
 [ 4.80664175 42.57039798]]",0.03288269,0.180498131
Somali,20000,5,28,CMA-ES - 2,1.804981308,16798,0,"[[ 7.49732761 43.67592887]
 [ 7.64709144 43.75582899]
 [ 7.34652034 45.84029643]
 [ 6.03718084 45.28531117]
 [ 4.80947503 42.35702555]]",0.058770895,0.360996262
Somali,20000,5,28,CMA-ES - 2,1.804981308,16798,0,"[[ 7.55927861 43.48363337]
 [ 7.74110293 43.70317233]
 [ 7.21676463 45.92429459]
 [ 6.19233959 45.20012185]
 [ 4.81230831 42.18188566]]",0.079574585,0.541494392
